physicalCueKey,voiceId,path,exists,sha256,durationMs,manifestRegistered,verifyAudioCovered,generationMetadataPresent,fingerprintStatus,referencedByLogicalCueKeys,legacyReachability,v21Reachability,classification,notes
mpv2_balance_attempt_saved,clara,assets/audio/voice/clara/mpv2_balance_attempt_saved.mp3,true,39c4bd68b2d146e76ee60e7a6be3943aed88b55aad313e523d08f46582ac5604,1533,true,true,true,verified_by_verify_audio,mpv2_balance_attempt_saved,movement_checkup,active_v21_exact_reuse,physical_ready_exact_pair,Measured from current task-start physical corpus.
mpv2_balance_attempt_start,clara,assets/audio/voice/clara/mpv2_balance_attempt_start.mp3,true,5fda2fc0f03e022f68deafc0a606c09a5b90d198edb8d0c45d82312d1d65953a,5062,true,true,true,verified_by_verify_audio,mpv2_balance_attempt_start,movement_checkup,active_v21_exact_reuse,physical_ready_exact_pair,Measured from current task-start physical corpus.
mpv2_balance_complete,clara,assets/audio/voice/clara/mpv2_balance_complete.mp3,true,b0d59757b2fd889b90764e01aa6787716bf100dd469f3b7405684ebfa9df1a86,1625,true,true,true,verified_by_verify_audio,checkup-balance-complete-v21;mpv2_balance_complete,movement_checkup,active_v21_exact_reuse,physical_ready_exact_pair,Measured from current task-start physical corpus.
mpv2_balance_full_hold,clara,assets/audio/voice/clara/mpv2_balance_full_hold.mp3,true,fc10ce523cf8708e45d50ff2f29809b317bcfbba3009b7cffdc0f84355038ae5,2647,true,true,true,verified_by_verify_audio,mpv2_balance_full_hold,movement_checkup,active_v21_exact_reuse,physical_ready_exact_pair,Measured from current task-start physical corpus.
mpv2_balance_ready_after_30,clara,assets/audio/voice/clara/mpv2_balance_ready_after_30.mp3,true,970f921a1c4635f3f33f33e39e23dbccf59683f6b02412f0512d312ba525aa2f,2647,true,true,true,verified_by_verify_audio,mpv2_balance_ready_after_30,movement_checkup,active_v21_exact_reuse,physical_ready_exact_pair,Measured from current task-start physical corpus.
mpv2_balance_ready_after_60,clara,assets/audio/voice/clara/mpv2_balance_ready_after_60.mp3,true,f9f41ef578e99619e7358f48ea3cbd12a5c4746e2bdc7063adfb332fcf78f937,1904,true,true,true,verified_by_verify_audio,mpv2_balance_ready_after_60,movement_checkup,active_v21_exact_reuse,physical_ready_exact_pair,Measured from current task-start physical corpus.
mpv2_balance_rest,clara,assets/audio/voice/clara/mpv2_balance_rest.mp3,true,16223f5594407c4f8986e1ea86d7fb10f5a1d53da5ec3f855104107387b31a7c,5387,true,true,true,verified_by_verify_audio,mpv2_balance_rest,movement_checkup,active_v21_exact_reuse,physical_ready_exact_pair,Measured from current task-start physical corpus.
mpv2_balance_tracking_retry,clara,assets/audio/voice/clara/mpv2_balance_tracking_retry.mp3,true,5609459bb2e625c9580c77762b451edeebd0edf7f8dc2841a19a423d420b8111,7430,true,true,true,verified_by_verify_audio,mpv2_balance_tracking_retry,movement_checkup,active_v21_exact_reuse,physical_ready_exact_pair,Measured from current task-start physical corpus.
mpv2_balance_use_best,clara,assets/audio/voice/clara/mpv2_balance_use_best.mp3,true,332044cb612f4814232b4b18e5cfeb352d5dd65516db5f3a4fb570e09e0ac06f,1625,true,true,true,verified_by_verify_audio,mpv2_balance_use_best,movement_checkup,active_v21_exact_reuse,physical_ready_exact_pair,Measured from current task-start physical corpus.
mpv2_chair_official_ready,clara,assets/audio/voice/clara/mpv2_chair_official_ready.mp3,true,3f6619a12b653ed63dd63148b81a306b5ef866f7f3ec19788c3dd34301c8f917,4133,true,true,true,verified_by_verify_audio,mpv2_chair_official_ready,movement_checkup,active_v21_exact_reuse,physical_ready_exact_pair,Measured from current task-start physical corpus.
mpv2_chair_practice_start,clara,assets/audio/voice/clara/mpv2_chair_practice_start.mp3,true,33a5e727a6b9483236d8ee7993834b8ffc144afbba8eb97251c19a3017a51ef5,3204,true,true,true,verified_by_verify_audio,mpv2_chair_practice_start,movement_checkup,active_v21_exact_reuse,physical_ready_exact_pair,Measured from current task-start physical corpus.
mpv2_checkup_intro,clara,assets/audio/voice/clara/mpv2_checkup_intro.mp3,true,474618fde1ddc116ca9ecca37f4b4f9a5c0485724b63f4361d4b9d8c25a21a56,5248,true,true,true,verified_by_verify_audio,mpv2_checkup_intro,movement_checkup,active_v21_exact_reuse,physical_ready_exact_pair,Measured from current task-start physical corpus.
mpv2_hinge_complete,clara,assets/audio/voice/clara/mpv2_hinge_complete.mp3,true,4da5c542d62fe242636f833ff4df1b2ff5d2d87280384a8aa3ac990be42e5da6,1625,true,true,true,verified_by_verify_audio,mpv2_hinge_complete,movement_checkup,active_v21_exact_reuse,physical_ready_exact_pair,Measured from current task-start physical corpus.
mpv2_hinge_no_measurement,clara,assets/audio/voice/clara/mpv2_hinge_no_measurement.mp3,true,d9d9b4356a620909995f2cd8576e1c859addf39767a6fa83591dc218ce33acdc,3808,true,true,true,verified_by_verify_audio,mpv2_hinge_no_measurement,movement_checkup,active_v21_exact_reuse,physical_ready_exact_pair,Measured from current task-start physical corpus.
mpv2_shoulder_tracking_retry,clara,assets/audio/voice/clara/mpv2_shoulder_tracking_retry.mp3,true,3a9b1b67759e64eb98d924c9102fcc4208adaf7db4845dfb9d345a1596b47a75,6084,true,true,true,verified_by_verify_audio,mpv2_shoulder_tracking_retry,movement_checkup,active_v21_exact_reuse,physical_ready_exact_pair,Measured from current task-start physical corpus.
next-exercise,clara,assets/audio/voice/clara/next-exercise.mp3,true,77598e90155c3857bec47af48c044e32ed1a16bae41c485d93d2170a12052242,2601,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_shared_or_current_manifest,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
next-up,clara,assets/audio/voice/clara/next-up.mp3,true,5341027bd00c113796a5ecda260ef235f122a7cb5751491ff8be9d3aa6dba126,1904,true,false,false,baseline_audio_without_required_fingerprint_gate,next-exercise-v21,legacy_shared_or_current_manifest,candidate_not_reused,script_mismatch_candidate_not_reused,Measured from current task-start physical corpus.
no-reps,clara,assets/audio/voice/clara/no-reps.mp3,true,d21a07a238814771d47b94b1c4480fc246bca72475cc0e2689338339eca548fb,4737,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_shared_or_current_manifest,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
num-0,clara,assets/audio/voice/clara/num-0.mp3,true,96bbe9f677a39f5092d2400e7b958437515e77dd82541f140bb886014a2b5a28,836,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_results_number_stitching,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
num-1,clara,assets/audio/voice/clara/num-1.mp3,true,dbf0b4974cc643b6442a95c4245bc623461fe3ed7200ba43e5a9a20f0b9af517,604,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_results_number_stitching,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
num-10,clara,assets/audio/voice/clara/num-10.mp3,true,0c0c8f59d9ebf409d5dbb83c579bee3872badca14c841f98e8d5867c52d3ec5e,789,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_results_number_stitching,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
num-11,clara,assets/audio/voice/clara/num-11.mp3,true,efbd361d0768ebfdddc1ea2076ce0283fba6acd2afbfea427363e59faab63f5c,836,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_results_number_stitching,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
num-12,clara,assets/audio/voice/clara/num-12.mp3,true,1e15bd4e1e27457b6bfa04c8af9afc8b0d82cbd30c788ee449c40a2004f06856,882,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_results_number_stitching,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
num-13,clara,assets/audio/voice/clara/num-13.mp3,true,779b74f9d2410036e5ad45042100fa6889603d58e9f1412670724525e5589381,975,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_results_number_stitching,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
num-14,clara,assets/audio/voice/clara/num-14.mp3,true,612f91c33409087dff6608f77f63d40de8adef36a0e8836a8023fe24f533e819,1022,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_results_number_stitching,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
num-15,clara,assets/audio/voice/clara/num-15.mp3,true,3ccc68dc467153d2cca95e66fc5730e0b3ac780b6e82ec8cae87bdbb61073583,1022,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_results_number_stitching,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
num-16,clara,assets/audio/voice/clara/num-16.mp3,true,3cc2ce1bfbb21b7f4005a202952f24e2d6c44674405a6ecf1b9a2e26593e5f5e,1068,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_results_number_stitching,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
num-17,clara,assets/audio/voice/clara/num-17.mp3,true,495985d456cfbde052572b6e52df69e3e4ed8cbf40305eaec3a4a3fa5996ea2f,1115,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_results_number_stitching,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
num-18,clara,assets/audio/voice/clara/num-18.mp3,true,9101d611cd1ed22fb1b0fcc99d42a2fc03e66b9413f8d9295bd8728e356f9a00,975,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_results_number_stitching,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
num-19,clara,assets/audio/voice/clara/num-19.mp3,true,4eb51ebafd408f1f008ecd8a7a262b31abcfb1720583c3a7abd2563369779f10,975,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_results_number_stitching,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
num-2,clara,assets/audio/voice/clara/num-2.mp3,true,3ef7a09cf87c4fbfffeeee97e9de6f3886c6050b1de4d7ddcb2237aefc782c0e,743,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_results_number_stitching,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
num-20,clara,assets/audio/voice/clara/num-20.mp3,true,ec0e5ec69bd0aa75505201e705e35ec54506642102c8a9554e384b4e651193f3,929,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_results_number_stitching,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
num-21,clara,assets/audio/voice/clara/num-21.mp3,true,1fefbbc70e98bcfc7f6165fd7bd82eb5620147a8358ae6dacde51dfcba35ff97,1068,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_results_number_stitching,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
num-22,clara,assets/audio/voice/clara/num-22.mp3,true,713f47b93dec8fc302a5603299bedf8c0d58d9b3ce1abf39e7b1096cf056a298,1068,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_results_number_stitching,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
num-23,clara,assets/audio/voice/clara/num-23.mp3,true,4bb2bd7e7b6a9719d61962a720b20f61ad3cb1b27e26719ecba7d6e87f81fca0,1161,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_results_number_stitching,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
num-24,clara,assets/audio/voice/clara/num-24.mp3,true,170883d444138ee5c05b34f73c83920d3456f35b15b32183a6c38c8ec6e78d73,1115,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_results_number_stitching,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
num-25,clara,assets/audio/voice/clara/num-25.mp3,true,ed0374bef5f4683f952e9d2e25bcc5f984e22693caa1fc535dab05ef70680833,1115,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_results_number_stitching,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
num-26,clara,assets/audio/voice/clara/num-26.mp3,true,78f66d9b161d9fd158e6f8d7abc9059eadb159129950b548a5ccbe5f0f37adc1,1161,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_results_number_stitching,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
num-27,clara,assets/audio/voice/clara/num-27.mp3,true,e4f94f6ffe85a1ac034059bbb8cc527b0b59f9dfd74b6ac2b8e4c2a9f0e0ca7e,1115,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_results_number_stitching,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
num-28,clara,assets/audio/voice/clara/num-28.mp3,true,3b1028a8ca37f21dda234404e14cca7b12b4de2da8d3c09a734ebd4cb3b7f2df,1161,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_results_number_stitching,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
num-29,clara,assets/audio/voice/clara/num-29.mp3,true,96c765886db587fd37f417c540df9330238a84fb543d14901b8959386cfabb15,1068,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_results_number_stitching,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
num-3,clara,assets/audio/voice/clara/num-3.mp3,true,9a6e7707a81fdf8e0715ad2aab8eee49f5960df2d2577e3aee43379ce0cc4b99,789,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_results_number_stitching,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
num-30,clara,assets/audio/voice/clara/num-30.mp3,true,f9614e828095a1fbee8a4f5de09ffe4dee7c8875c3483ee687aed756a05cf968,882,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_results_number_stitching,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
num-31,clara,assets/audio/voice/clara/num-31.mp3,true,c7da33c371c53620c4e86ba33c124c244d05e0efe614b54f9b678fee035a0b53,1068,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_results_number_stitching,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
num-32,clara,assets/audio/voice/clara/num-32.mp3,true,3f34ada60c522b63e79a794c9050876c1be5fe0ba8036a0a6c4844917d9379ea,1068,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_results_number_stitching,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
num-33,clara,assets/audio/voice/clara/num-33.mp3,true,d117d3fba81d26e1619d59882076fc987495217d4919d288b6d18ff45b4dd134,1115,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_results_number_stitching,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
num-34,clara,assets/audio/voice/clara/num-34.mp3,true,ac2b907b8af22437db457bbb9167b4c58fc192290588fad4a45779b33ddc2d5b,1115,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_results_number_stitching,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
num-35,clara,assets/audio/voice/clara/num-35.mp3,true,32aaec63819264f948d3f87efabdda7232cbe76b3e595b492f2e92c85e219a21,1207,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_results_number_stitching,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
num-36,clara,assets/audio/voice/clara/num-36.mp3,true,0a3221f7a6f3eb785d0a249affab09b5ce466bd483502dece6c0eed57db0c5a0,1115,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_results_number_stitching,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
num-37,clara,assets/audio/voice/clara/num-37.mp3,true,0920f6a85b63a0c74cc3d1130baaf6727211eed1e487c37633ea3c648d96e053,1115,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_results_number_stitching,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
num-38,clara,assets/audio/voice/clara/num-38.mp3,true,84b16231348fc53b6cca3aef3032d5ad8ad109262cae63ff4e46080ddcd9bd1b,1161,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_results_number_stitching,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
num-39,clara,assets/audio/voice/clara/num-39.mp3,true,0fca86d9d8abd423fce8367654732f21b17ff219731b5d054e39d0da97fca5d6,1115,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_results_number_stitching,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
num-4,clara,assets/audio/voice/clara/num-4.mp3,true,aab807d76f93d66140bf9de3cfdad7a8c060249aa860144e00a1ee2d64478b4a,743,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_results_number_stitching,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
num-40,clara,assets/audio/voice/clara/num-40.mp3,true,ba443e9583bd6c0f29ec9e0aed86fe8f20026798c549247990ffc0c1df04eff6,975,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_results_number_stitching,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
num-5,clara,assets/audio/voice/clara/num-5.mp3,true,92d9b27f4274c70d44d1f981c4ee7a26d0d63d540a9662c7ce96415b69d50bef,604,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_results_number_stitching,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
num-6,clara,assets/audio/voice/clara/num-6.mp3,true,6138f2acd2a05aa030ebbba48ce3c91b57b527a8cece3f279a2425260c737190,789,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_results_number_stitching,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
num-7,clara,assets/audio/voice/clara/num-7.mp3,true,2cd9e1de4603c898da6f54edbe6ffaf4158b3fdde2d222edf740fe9fb0f76d09,836,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_results_number_stitching,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
num-8,clara,assets/audio/voice/clara/num-8.mp3,true,de8afa49444c5e4c6ad68a5b0807335cfdbfd81cbd187808cc09aa94b9313815,789,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_results_number_stitching,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
num-9,clara,assets/audio/voice/clara/num-9.mp3,true,5aef5f72e933bea883d530e0a91abc1a76e96a85e5427c22ed21600ab3460b8b,697,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_results_number_stitching,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
open-your-eyes,clara,assets/audio/voice/clara/open-your-eyes.mp3,true,21246a70dcff398c5351212df3ab99978c2a0a9f62c0dc10ba19acb64dee6924,1672,true,false,false,baseline_audio_without_required_fingerprint_gate,open-your-eyes,conditional_legacy_balance,candidate_not_reused,script_mismatch_candidate_not_reused,Measured from current task-start physical corpus.
relax-arm,clara,assets/audio/voice/clara/relax-arm.mp3,true,a4f739dc7aa3de39857dff4c6bc262c006924a5b4a60e15eaf86b73f1cec645f,2554,true,false,false,baseline_audio_without_required_fingerprint_gate,micro-relax-v21,legacy_shared_or_current_manifest,candidate_not_reused,script_mismatch_candidate_not_reused,Measured from current task-start physical corpus.
rest-now,clara,assets/audio/voice/clara/rest-now.mp3,true,776c6106a5d18c502ac54c8aebbee9ad649ab970d63a814aef5438ad4d208100,1625,true,false,false,baseline_audio_without_required_fingerprint_gate,rest-now-v21,legacy_shared_or_current_manifest,candidate_not_reused,script_mismatch_candidate_not_reused,Measured from current task-start physical corpus.
retry-v21,clara,assets/audio/voice/clara/retry-v21.mp3,true,a4ee75df0eb03b8d6097203761cc7fc920d19603e5a8d62dfd24e320c608a8ef,1347,true,true,true,verified_by_verify_audio,retry-v21,legacy_shared_or_current_manifest,active_v21_exact_reuse,physical_ready_exact_pair,Measured from current task-start physical corpus.
session-complete,clara,assets/audio/voice/clara/session-complete.mp3,true,3e69592788ee7cbab47e71403b3911cb4b740c2e9bcf69391515e57720b9e72a,5062,true,false,false,baseline_audio_without_required_fingerprint_gate,session-complete-v21,legacy_shared_or_current_manifest,candidate_not_reused,script_mismatch_candidate_not_reused,Measured from current task-start physical corpus.
set-done,clara,assets/audio/voice/clara/set-done.mp3,true,d49037ba2eef2799930aacd9fb2ea8a124e02820d8a3d0691cc50e52a3b8cc4e,1068,true,false,false,baseline_audio_without_required_fingerprint_gate,set-complete-v21,legacy_shared_or_current_manifest,candidate_not_reused,script_mismatch_candidate_not_reused,Measured from current task-start physical corpus.
shoulder-intro,clara,assets/audio/voice/clara/shoulder-intro.mp3,true,383f3a6ba9b9fceceb283e51dc836ead7c611670138764aec10494ddcbb4d518,6780,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_shared_or_current_manifest,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
shoulder-setup,clara,assets/audio/voice/clara/shoulder-setup.mp3,true,a232043e57a0cacbcbb83499836e1fce2a8c062834373ac3610e542ab2133698,7059,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_shared_or_current_manifest,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
stand-tall,clara,assets/audio/voice/clara/stand-tall.mp3,true,c015fa99a770a24b335b79195ac615143259ec412fcdf26d1cf070b196121461,2926,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_shared_or_current_manifest,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
stands-suffix,clara,assets/audio/voice/clara/stands-suffix.mp3,true,7d8e1cab94cf5736e729a3b443e165f5da93c39776b05760a0dfa87ed1dcee2c,1718,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_shared_or_current_manifest,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
step-back,clara,assets/audio/voice/clara/step-back.mp3,true,ddb216e9cb40700a0c0c1db1cac1003940ce047a5958466e68475c2fd9a3042c,1393,true,false,false,baseline_audio_without_required_fingerprint_gate,setup-back-v21,legacy_shared_or_current_manifest,candidate_not_reused,script_mismatch_candidate_not_reused,Measured from current task-start physical corpus.
step-closer,clara,assets/audio/voice/clara/step-closer.mp3,true,8fcd2d94d396dba7f3a160b41d32b0d3b6a4817aafdfca53a0e51ca6ec97d21b,1718,true,false,false,baseline_audio_without_required_fingerprint_gate,setup-closer-v21,legacy_shared_or_current_manifest,candidate_not_reused,script_mismatch_candidate_not_reused,Measured from current task-start physical corpus.
step-into-frame,clara,assets/audio/voice/clara/step-into-frame.mp3,true,5db89a05890b79d9016f755ed2beaeccf1284159010b7e9b9823104628b3862b,3483,true,false,false,baseline_audio_without_required_fingerprint_gate,setup-enter-view-v21,legacy_shared_or_current_manifest,candidate_not_reused,script_mismatch_candidate_not_reused,Measured from current task-start physical corpus.
step_clear_dry_area,clara,assets/audio/voice/clara/step_clear_dry_area.mp3,true,1c5406f94106025cc4611b898d25978db64aca3d153bcabcffe70fccb765206e,3111,true,true,true,verified_by_verify_audio,,legacy_safety_or_setup,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
step_controlled_return,clara,assets/audio/voice/clara/step_controlled_return.mp3,true,787e1fa9e36acf6f86c1eabb5c972926087d1a07a473991c9e66c0e2bf8c5448,3483,true,true,true,verified_by_verify_audio,,legacy_safety_or_setup,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
step_fixed_support_nearby,clara,assets/audio/voice/clara/step_fixed_support_nearby.mp3,true,9b85326f54f50a4dd8765b272433a9652b6c34f2e13da432737f07245d3f6637,4551,true,true,true,verified_by_verify_audio,,legacy_safety_or_setup,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
step_phone_out_of_path,clara,assets/audio/voice/clara/step_phone_out_of_path.mp3,true,74ad51098b96d57750b5df83224aef3d5f06eb0e189cf44b1a148dae5f963f90,2972,true,true,true,verified_by_verify_audio,,legacy_safety_or_setup,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
step_stop_if_unstable,clara,assets/audio/voice/clara/step_stop_if_unstable.mp3,true,3a084a2e0d1ceecb1ab84b659ddfa96d70207dfd6d4f0b5c83acd1a3db68ab84,4876,true,true,true,verified_by_verify_audio,,legacy_safety_or_setup,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
step_use_low_stable_step,clara,assets/audio/voice/clara/step_use_low_stable_step.mp3,true,53823043f61e4cea5dbc762ab2692c743f8dec59037c65598002be1fe09b2313,2926,true,true,true,verified_by_verify_audio,,legacy_safety_or_setup,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
support_keep_support_within_reach,clara,assets/audio/voice/clara/support_keep_support_within_reach.mp3,true,626ed92da17960a646a25dd77251a5353b17c5497ff02a24c52f43be94c97d5a,2786,true,true,true,verified_by_verify_audio,equip-support-close-v21,legacy_safety_or_setup,candidate_not_reused,script_mismatch_candidate_not_reused,Measured from current task-start physical corpus.
support_use_sturdy_support,clara,assets/audio/voice/clara/support_use_sturdy_support.mp3,true,f656d2cb7dc1cb79d8c0a594d7a2ab0c801c5f8fd5fec8e07024afba4813c5a8,3855,true,true,true,verified_by_verify_audio,,legacy_safety_or_setup,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
thats-your-set,clara,assets/audio/voice/clara/thats-your-set.mp3,true,d70803148b3928512244b8272918b96e0881312f25bd19ff8a4f57f37e947055,1393,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_shared_or_current_manifest,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
time-to-retest,clara,assets/audio/voice/clara/time-to-retest.mp3,true,331473a517c812083a41d767e25450567a205056ae9c999b04591a8389e5a3ba,6177,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_shared_or_current_manifest,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
times-up-v21,clara,assets/audio/voice/clara/times-up-v21.mp3,true,30e9a875b184c8280c74377703890e1f7a0c5d94207c07c59784539e41fe3d26,836,true,true,true,verified_by_verify_audio,times-up-v21,legacy_shared_or_current_manifest,active_v21_exact_reuse,physical_ready_exact_pair,Measured from current task-start physical corpus.
times-up,clara,assets/audio/voice/clara/times-up.mp3,true,a58c49ac2b985b51b94d7cc60c061283b1c2213cf147808479d91cfb0ff3e8bf,2508,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_shared_or_current_manifest,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
tracking-loss-v21,clara,assets/audio/voice/clara/tracking-loss-v21.mp3,true,c47310fbdac858abcaa5080839cec952c4fd7a361ac97fc9333a23843fb67a08,2601,true,true,true,verified_by_verify_audio,tracking-loss-v21,legacy_shared_or_current_manifest,active_v21_exact_reuse,physical_ready_exact_pair,Measured from current task-start physical corpus.
tracking-recovered-v21,clara,assets/audio/voice/clara/tracking-recovered-v21.mp3,true,34168a533524aec52ea36d22b5f3b9a808fc8ab0cded155ba4032ca9564f2cca,2647,true,true,true,verified_by_verify_audio,tracking-recovered-v21,legacy_shared_or_current_manifest,active_v21_exact_reuse,physical_ready_exact_pair,Measured from current task-start physical corpus.
tracking_keep_full_body_in_view,clara,assets/audio/voice/clara/tracking_keep_full_body_in_view.mp3,true,60bf66bc47970a8b740f372d559cbc2c11a970e73e50f278cb5433369aae4d6f,3390,true,true,true,verified_by_verify_audio,,legacy_safety_or_setup,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
tracking_move_when_cued,clara,assets/audio/voice/clara/tracking_move_when_cued.mp3,true,7e45ba3490c900be16149fa2d880aa782b42ac4a28ee65d8d520a2d7b804ccb4,2508,true,true,true,verified_by_verify_audio,,legacy_safety_or_setup,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
tracking_no_rush_or_exaggerate,clara,assets/audio/voice/clara/tracking_no_rush_or_exaggerate.mp3,true,4a74b4096f0d84cd62f199eb95d674b025138676421072ee5b357261ea151935,3855,true,true,true,verified_by_verify_audio,,legacy_safety_or_setup,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
tracking_pause_and_reset,clara,assets/audio/voice/clara/tracking_pause_and_reset.mp3,true,9e1f8239d661eb3b4d435132dae53a09d39a5b2ca35246f371badf353202e29a,4783,true,true,true,verified_by_verify_audio,,legacy_safety_or_setup,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
